post_id,user_type,review_text,likes
249,student,"This is the worst thing ever, very bad and disappointing totally worth the time",66
250,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",253
251,developer,"It is okay, nothing special just average experience would not try again",313
252,fitness,"It is okay, nothing special just average experience pretty decent overall",339
253,fitness,"It is okay, nothing special just average experience not worth the money",430
254,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",266
255,fitness,"This is the worst thing ever, very bad and disappointing would not try again",444
256,developer,"It is okay, nothing special just average experience pretty decent overall",343
257,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",365
258,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",74
259,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",412
260,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",156
261,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",374
262,foodie,"It is okay, nothing special just average experience highly recommend to everyone",338
263,student,"I absolutely love this experience, it is amazing and wonderful would not try again",150
264,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",277
265,fitness,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",375
266,student,"This is the worst thing ever, very bad and disappointing totally worth the time",86
267,foodie,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",165
268,fitness,"This is the worst thing ever, very bad and disappointing not worth the money",351
269,foodie,"It is okay, nothing special just average experience highly recommend to everyone",116
270,foodie,"It is okay, nothing special just average experience highly recommend to everyone",384
271,student,"I absolutely love this experience, it is amazing and wonderful would not try again",287
272,foodie,"This is the worst thing ever, very bad and disappointing pretty decent overall",267
273,foodie,"It is okay, nothing special just average experience would not try again",378
274,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",367
275,fitness,"It is okay, nothing special just average experience not worth the money",300
276,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",153
277,student,"This is the worst thing ever, very bad and disappointing totally worth the time",27
278,foodie,"It is okay, nothing special just average experience would not try again",375
279,student,"This is the worst thing ever, very bad and disappointing not worth the money",398
280,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",360
281,developer,"It is okay, nothing special just average experience pretty decent overall",23
282,fitness,"It is okay, nothing special just average experience highly recommend to everyone",173
283,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",210
284,student,"It is okay, nothing special just average experience pretty decent overall",216
285,foodie,"It is okay, nothing special just average experience would not try again",325
286,traveler,"It is okay, nothing special just average experience pretty decent overall",489
287,student,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",239
288,student,"It is okay, nothing special just average experience not worth the money",346
289,fitness,"It is okay, nothing special just average experience highly recommend to everyone",227
290,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",98
291,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",11
292,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",442
293,traveler,"It is okay, nothing special just average experience would not try again",438
294,traveler,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",129
295,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",108
296,student,"It is okay, nothing special just average experience would not try again",370
297,student,"This is the worst thing ever, very bad and disappointing totally worth the time",48
298,fitness,"It is okay, nothing special just average experience would not try again",175
299,student,"I absolutely love this experience, it is amazing and wonderful not worth the money",151
300,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",114
301,fitness,"This is the worst thing ever, very bad and disappointing would not try again",306
302,developer,"It is okay, nothing special just average experience totally worth the time",283
303,student,"This is the worst thing ever, very bad and disappointing would not try again",259
304,developer,"This is the worst thing ever, very bad and disappointing not worth the money",64
305,foodie,"It is okay, nothing special just average experience not worth the money",438
306,traveler,"It is okay, nothing special just average experience would not try again",362
307,fitness,"I absolutely love this experience, it is amazing and wonderful would not try again",153
308,developer,"It is okay, nothing special just average experience pretty decent overall",220
309,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",415
310,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",365
311,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",459
312,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",453
313,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",483
314,traveler,"It is okay, nothing special just average experience totally worth the time",396
315,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",100
316,developer,"It is okay, nothing special just average experience would not try again",70
317,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",303
318,fitness,"It is okay, nothing special just average experience not worth the money",271
319,developer,"It is okay, nothing special just average experience would not try again",308
320,developer,"It is okay, nothing special just average experience totally worth the time",328
321,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",93
322,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",300
323,developer,"It is okay, nothing special just average experience not worth the money",201
324,traveler,"It is okay, nothing special just average experience would not try again",37
325,traveler,"I absolutely love this experience, it is amazing and wonderful not worth the money",495
326,fitness,"It is okay, nothing special just average experience highly recommend to everyone",432
327,foodie,"It is okay, nothing special just average experience highly recommend to everyone",282
328,fitness,"This is the worst thing ever, very bad and disappointing pretty decent overall",228
329,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",283
330,traveler,"I absolutely love this experience, it is amazing and wonderful would not try again",470
331,fitness,"It is okay, nothing special just average experience would not try again",43
332,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",100
333,developer,"It is okay, nothing special just average experience pretty decent overall",341
334,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",77
335,student,"This is the worst thing ever, very bad and disappointing totally worth the time",477
336,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",230
337,developer,"It is okay, nothing special just average experience would not try again",320
338,student,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",316
339,fitness,"It is okay, nothing special just average experience highly recommend to everyone",496
340,foodie,"I absolutely love this experience, it is amazing and wonderful totally worth the time",24
341,student,"I absolutely love this experience, it is amazing and wonderful would not try again",308
342,foodie,"This is the worst thing ever, very bad and disappointing would not try again",385
343,developer,"It is okay, nothing special just average experience pretty decent overall",344
344,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",405
345,developer,"I absolutely love this experience, it is amazing and wonderful would not try again",215
346,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",496
347,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",442
348,fitness,"It is okay, nothing special just average experience highly recommend to everyone",431
349,student,"It is okay, nothing special just average experience would not try again",408
350,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",362
351,student,"It is okay, nothing special just average experience highly recommend to everyone",401
352,developer,"It is okay, nothing special just average experience not worth the money",461
353,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",268
354,developer,"It is okay, nothing special just average experience highly recommend to everyone",318
355,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",455
356,fitness,"This is the worst thing ever, very bad and disappointing totally worth the time",46
357,foodie,"It is okay, nothing special just average experience highly recommend to everyone",202
358,developer,"It is okay, nothing special just average experience highly recommend to everyone",472
359,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",161
360,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",401
361,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",25
362,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",68
363,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",417
364,foodie,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",401
365,foodie,"It is okay, nothing special just average experience would not try again",69
366,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",33
367,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",428
368,fitness,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",155
369,student,"It is okay, nothing special just average experience totally worth the time",339
370,developer,"I absolutely love this experience, it is amazing and wonderful not worth the money",248
371,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",227
372,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",40
373,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",67
374,student,"This is the worst thing ever, very bad and disappointing pretty decent overall",248
375,foodie,"It is okay, nothing special just average experience not worth the money",470
376,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",34
377,fitness,"I absolutely love this experience, it is amazing and wonderful totally worth the time",95
378,student,"It is okay, nothing special just average experience not worth the money",88
379,developer,"It is okay, nothing special just average experience totally worth the time",121
380,fitness,"It is okay, nothing special just average experience would not try again",398
381,foodie,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",245
382,fitness,"It is okay, nothing special just average experience pretty decent overall",357
383,traveler,"This is the worst thing ever, very bad and disappointing would not try again",156
384,developer,"This is the worst thing ever, very bad and disappointing not worth the money",347
385,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",330
386,student,"It is okay, nothing special just average experience not worth the money",255
387,fitness,"It is okay, nothing special just average experience would not try again",452
388,developer,"This is the worst thing ever, very bad and disappointing pretty decent overall",473
389,fitness,"It is okay, nothing special just average experience pretty decent overall",127
390,foodie,"It is okay, nothing special just average experience would not try again",314
391,fitness,"It is okay, nothing special just average experience pretty decent overall",61
392,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",394
393,fitness,"It is okay, nothing special just average experience pretty decent overall",494
394,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",235
395,traveler,"It is okay, nothing special just average experience highly recommend to everyone",306
396,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",500
397,traveler,"I absolutely love this experience, it is amazing and wonderful totally worth the time",146
398,student,"I absolutely love this experience, it is amazing and wonderful would not try again",247
399,foodie,"I absolutely love this experience, it is amazing and wonderful totally worth the time",277
400,student,"I absolutely love this experience, it is amazing and wonderful would not try again",267
401,student,"It is okay, nothing special just average experience would not try again",174
402,traveler,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",29
403,fitness,"It is okay, nothing special just average experience highly recommend to everyone",119
404,fitness,"It is okay, nothing special just average experience pretty decent overall",344
405,student,"It is okay, nothing special just average experience would not try again",366
406,developer,"This is the worst thing ever, very bad and disappointing would not try again",453
407,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",247
408,traveler,"It is okay, nothing special just average experience not worth the money",452
409,foodie,"This is the worst thing ever, very bad and disappointing not worth the money",327
410,foodie,"I absolutely love this experience, it is amazing and wonderful would not try again",267
411,developer,"I absolutely love this experience, it is amazing and wonderful totally worth the time",244
412,fitness,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",300
413,fitness,"This is the worst thing ever, very bad and disappointing would not try again",240
414,traveler,"It is okay, nothing special just average experience would not try again",275
415,foodie,"This is the worst thing ever, very bad and disappointing totally worth the time",418
416,developer,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",108
417,developer,"This is the worst thing ever, very bad and disappointing not worth the money",443
418,traveler,"It is okay, nothing special just average experience totally worth the time",120
419,foodie,"It is okay, nothing special just average experience not worth the money",92
420,developer,"This is the worst thing ever, very bad and disappointing totally worth the time",37
421,foodie,"I absolutely love this experience, it is amazing and wonderful not worth the money",458
422,fitness,"This is the worst thing ever, very bad and disappointing would not try again",183
423,developer,"I absolutely love this experience, it is amazing and wonderful highly recommend to everyone",136
424,fitness,"It is okay, nothing special just average experience would not try again",466
425,traveler,"This is the worst thing ever, very bad and disappointing highly recommend to everyone",485
426,developer,"This is the worst thing ever, very bad and disappointing not worth the money",46
427,student,"I absolutely love this experience, it is amazing and wonderful pretty decent overall",458
